B M R T
0.078 0.096 0.78 0.046
0.222 0.212 0.374 0.192
0 0 0.628 0.372
0 0 0.366 0.634
0 0 0.734 0.266
0 0 0.214 0.786
0.004 0 0.97 0.026
0.094 0.118 0.528 0.26
0 0 0.346 0.654
0 0 0.004 0.996
0 0 0.576 0.424
0.014 0 0.378 0.608
0 0 0.56 0.44
0 0 0.416 0.584
0 0 0.56 0.44
0 0 0.416 0.584
0 0 0.56 0.44
0 0 0.416 0.584
0 0 0.56 0.44
0 0 0.416 0.584
0 0 0.56 0.44
0 0 0.416 0.584
0 0 0.56 0.44
0 0 0.416 0.584
0.002 0.01 0.516 0.472
0.02 0.06 0.622 0.298
0 0.004 0.28 0.716
0 0 0.218 0.782
0 0 0.402 0.598
0.002 0.004 0.136 0.858
0.124 0.322 0.446 0.108
0 0.018 0.342 0.64
0 0.058 0.486 0.456
0 0 0.4 0.6
0 0 0.286 0.714
0 0 0.542 0.458
0 0 0.426 0.574
0.34 0.058 0.312 0.29
0.092 0.012 0.324 0.572
0 0 0.38 0.62
0 0 0.814 0.186
0 0 0.716 0.284
0 0 0.468 0.532
0 0 0.468 0.532
0 0 0.204 0.796
0 0 0.468 0.532
0 0 0.244 0.756
0.014 0 0.942 0.044
0 0 0.492 0.508
0 0 0.276 0.724
0 0 0.276 0.724
0.11 0.196 0.326 0.368
0.008 0.056 0.884 0.052
0.206 0 0.608 0.186
0 0 0.488 0.512
0 0 0.422 0.578
0 0 0.342 0.658
0 0 0.488 0.512
0 0 0.422 0.578
0 0 0.552 0.448
0 0 0.342 0.658
0 0 0.342 0.658
0 0 0.342 0.658
0.04 0.026 0.588 0.346
0.084 0.142 0.146 0.628
0.13 0.088 0.214 0.568
0.066 0.06 0.59 0.284
0.192 0.124 0.33 0.354
0.082 0.174 0.158 0.586
0.082 0.174 0.158 0.586
0.02 0.874 0.062 0.044
0.02 0.874 0.062 0.044
0.06 0.01 0.426 0.504
0.156 0.042 0.58 0.222
0 0 0.362 0.638
0 0.002 0.132 0.866
0 0 0.402 0.598
0 0 0.172 0.828
0.022 0.094 0.028 0.856
0.006 0.042 0.772 0.18
0.05 0.07 0.66 0.22
0 0 0.084 0.916
0 0 0.044 0.956
0 0 0.006 0.994
0.094 0 0.636 0.27
0 0 0.12 0.88
0 0 0.72 0.28
0 0 0.72 0.28
0.152 0.01 0.702 0.136
0.026 0.128 0.484 0.362
0 0 0.72 0.28
0.23 0.114 0.644 0.012
0.566 0.034 0.398 0.002
0.042 0.016 0.896 0.046
0 0 0.428 0.572
0.23 0.114 0.644 0.012
0.566 0.034 0.398 0.002
0 0 0.09 0.91
0.03 0.044 0.722 0.204
0.088 0.044 0.55 0.318
0 0 0.09 0.91
0 0 0.342 0.658
0 0 0.502 0.498
0 0 0.33 0.67
0 0 0.222 0.778
0 0 0.342 0.658
0 0 0.614 0.386
0 0 0.418 0.582
0.018 0.018 0.292 0.672
0.08 0.004 0.756 0.16
0 0 0.722 0.278
0 0 0.67 0.33
0.076 0 0.474 0.45
0 0 0.332 0.668
0 0 0.464 0.536
0.016 0 0.458 0.526
0 0 0.722 0.278
0 0 0.67 0.33
0 0 0.594 0.406
0 0 0.466 0.534
0 0 0.326 0.674
0 0 0.192 0.808
0 0 0.252 0.748
0 0 0.27 0.73
0 0 0.086 0.914
0 0 0.33 0.67
0 0 0.222 0.778
0.006 0.266 0.41 0.318
0 0 0.158 0.842
0 0.014 0.312 0.674
0 0 0.4 0.6
0 0 0.58 0.42
0.138 0 0.862 0
0.366 0.038 0.57 0.026
0.138 0 0.862 0
0 0 0.198 0.802
0 0 0.252 0.748
0 0 0.598 0.402
0.104 0.002 0.882 0.012
0.784 0.038 0.178 0
0.138 0 0.862 0
0.366 0.038 0.57 0.026
0.028 0.024 0.694 0.254
0.028 0.024 0.694 0.254
0.028 0.024 0.694 0.254
0.006 0.102 0.656 0.236
0.034 0.104 0.668 0.194
0.006 0.102 0.656 0.236
0.034 0.104 0.668 0.194
0 0 0.682 0.318
0 0 0.31 0.69
0 0 0.586 0.414
0.042 0.016 0.618 0.324
0.086 0.048 0.548 0.318
0 0 0.31 0.69
0 0 0.586 0.414
0.006 0.102 0.656 0.236
0.034 0.104 0.668 0.194
0 0 0.578 0.422
0 0 0.59 0.41
0.006 0.102 0.656 0.236
0.034 0.104 0.668 0.194
0.162 0.002 0.828 0.008
0.156 0.042 0.58 0.222
0.016 0 0.958 0.026
0 0 0.604 0.396
0.592 0.074 0.304 0.03
0.162 0.002 0.828 0.008
0 0 0.434 0.566
0.162 0.002 0.828 0.008
0 0 0.382 0.618
0.018 0.018 0.292 0.672
0.08 0.004 0.756 0.16
0 0 0.766 0.234
0 0 0.426 0.574
0 0.002 0.682 0.316
0.006 0.044 0.91 0.04
0 0.002 0.682 0.316
0.096 0.036 0.748 0.12
0 0 0.368 0.632
0 0 0.214 0.786
0.094 0.168 0.49 0.248
0.156 0.042 0.58 0.222
0.006 0.044 0.91 0.04
0 0 0.368 0.632
0 0 0.848 0.152
0 0 0.444 0.556
0 0.004 0.762 0.234
0 0 0.274 0.726
0 0 0.652 0.348
0 0 0.534 0.466
0 0 0.534 0.466
0 0 0.848 0.152
0 0 0.444 0.556
0.002 0.15 0.462 0.386
0.072 0.216 0.686 0.026
0.086 0.006 0.824 0.084
0.032 0.02 0.898 0.05
0.086 0.006 0.824 0.084
0.032 0.02 0.898 0.05
0.086 0.006 0.824 0.084
0.032 0.02 0.898 0.05
0.086 0.006 0.824 0.084
0.032 0.02 0.898 0.05
0 0 0.274 0.726
0 0 0.652 0.348
0 0 0.274 0.726
0 0 0.652 0.348
0.002 0.12 0.822 0.056
0.246 0.088 0.524 0.142
0 0.004 0.762 0.234
0.038 0 0.318 0.644
0 0 0.614 0.386
0.03 0.002 0.712 0.256
0.188 0.108 0.144 0.56
0.03 0.002 0.712 0.256
0.188 0.108 0.144 0.56
0.03 0.002 0.712 0.256
0.188 0.108 0.144 0.56
0.31 0.02 0.636 0.034
0.088 0 0.392 0.52
0 0 0.46 0.54
0 0 0.264 0.736
0 0 0.376 0.624
0 0 0.574 0.426
0 0 0.176 0.824
0.002 0.072 0.254 0.672
0 0 0.338 0.662
0 0 0.19 0.81
0 0 0.218 0.782
0 0 0.624 0.376
0 0 0.214 0.786
0.018 0.07 0.904 0.008
0.184 0.002 0.734 0.08
0 0 0.25 0.75
0 0 0.938 0.062
0.186 0.06 0.44 0.314
0 0 0.46 0.54
0 0 0.29 0.71
0.082 0.076 0.572 0.27
0.026 0.05 0.648 0.276
0 0 0.464 0.536
0 0 0.298 0.702
0 0 0.574 0.426
0 0 0.176 0.824
0 0 0.464 0.536
0 0 0.298 0.702
0.056 0.474 0.022 0.448
0.12 0.37 0.42 0.09
0.056 0.474 0.022 0.448
0.12 0.37 0.42 0.09
0.056 0.474 0.022 0.448
0.12 0.37 0.42 0.09
0.19 0.548 0.118 0.144
0.014 0.322 0.486 0.178
0.046 0.434 0.078 0.442
0.376 0.34 0.22 0.064
0.228 0.362 0.284 0.126
0.376 0.34 0.22 0.064
0.228 0.362 0.284 0.126
0.376 0.34 0.22 0.064
0.228 0.362 0.284 0.126
0.166 0.042 0.726 0.066
0.172 0.044 0.776 0.008
0.166 0.042 0.726 0.066
0.172 0.044 0.776 0.008
0.166 0.042 0.726 0.066
0.172 0.044 0.776 0.008
0.166 0.042 0.726 0.066
0.172 0.044 0.776 0.008
0.166 0.042 0.726 0.066
0.172 0.044 0.776 0.008
0.166 0.042 0.726 0.066
0.172 0.044 0.776 0.008
0 0 0.332 0.668
0 0 0.478 0.522
0 0 0.478 0.522
0.022 0 0.35 0.628
0.022 0 0.35 0.628
0.01 0 0.286 0.704
0 0.018 0.104 0.878
0 0.018 0.104 0.878
0.022 0 0.35 0.628
0 0.316 0.246 0.438
0 0.018 0.104 0.878
0 0 0.438 0.562
0.022 0 0.35 0.628
0.456 0.004 0.54 0
0.718 0 0.282 0
0.41 0.012 0.578 0
0.48 0.024 0.496 0
0.972 0 0.028 0
0.58 0 0.42 0
0.79 0 0.21 0
0.11 0 0.89 0
0.086 0.56 0.206 0.148
0.532 0.26 0.146 0.062
0.094 0.218 0.404 0.284
0.124 0.664 0.01 0.202
0.674 0 0.326 0
0.65 0.004 0.346 0
0.83 0 0.17 0
0.648 0.014 0.334 0.004
0.528 0.03 0.43 0.012
0.466 0.25 0.248 0.036
0.094 0.544 0.094 0.268
0.296 0.358 0.212 0.134
0.612 0 0.388 0
0.034 0 0.964 0.002
0.286 0.408 0.264 0.042
0.218 0.296 0.44 0.046
0.02 0.904 0.044 0.032
0.046 0.402 0.502 0.05
0.566 0.372 0.03 0.032
0.608 0.008 0.382 0.002
0.392 0.02 0.58 0.008
0.336 0.18 0.476 0.008
0.062 0.146 0.704 0.088
0.036 0.102 0.7 0.162
0.022 0.3 0.428 0.25
0.07 0.504 0.368 0.058
0 0 0.414 0.586
0 0 0.396 0.604
0 0 0.796 0.204
0 0 0.326 0.674
0 0 0.796 0.204
0 0 0.612 0.388
0.002 0 0.388 0.61
0.002 0.314 0.256 0.428
0.072 0.002 0.75 0.176
0.002 0.314 0.256 0.428
0.072 0.002 0.75 0.176
0.142 0.01 0.688 0.16
0.142 0.01 0.688 0.16
0.142 0.01 0.688 0.16
0.142 0.01 0.688 0.16
0.142 0.01 0.688 0.16
0.142 0.01 0.688 0.16
0.264 0.008 0.552 0.176
0.028 0.608 0.142 0.222
0.264 0.008 0.552 0.176
0.028 0.608 0.142 0.222
0.002 0.314 0.256 0.428
0.072 0.002 0.75 0.176
0 0 0.256 0.744
0 0 0.666 0.334
0 0 0.524 0.476
0 0 0.424 0.576
0 0.092 0.802 0.106
0.016 0.01 0.744 0.23
0.078 0.054 0.608 0.26
0.448 0.106 0.442 0.004
0.208 0.156 0.478 0.158
0.572 0.29 0.13 0.008
0.226 0.194 0.578 0.002
0.11 0.05 0.472 0.368
0.078 0.054 0.608 0.26
0 0 0.09 0.91
0 0 0.382 0.618
0 0 0.752 0.248
0 0 0.944 0.056
0 0 0.944 0.056
0 0 0.944 0.056
0 0 0.402 0.598
0 0 0.662 0.338
0 0 0.372 0.628
0 0 0.558 0.442
0 0 0.402 0.598
0 0 0.662 0.338
0.032 0.07 0.75 0.148
0.044 0.122 0.484 0.35
0.052 0.022 0.502 0.424
0 0.022 0.88 0.098
0.052 0.022 0.502 0.424
0 0.022 0.88 0.098
0.014 0.102 0.446 0.438
0.012 0.118 0.598 0.272
0.014 0.102 0.446 0.438
0.012 0.118 0.598 0.272
0.014 0.212 0.748 0.026
0 0.018 0.61 0.372
0.014 0.212 0.748 0.026
0 0.018 0.61 0.372
0.014 0.212 0.748 0.026
0 0.018 0.61 0.372
0.014 0.212 0.748 0.026
0 0.018 0.61 0.372
0.054 0.032 0.454 0.46
0.052 0.068 0.44 0.44
0.05 0 0.666 0.284
0.12 0.088 0.252 0.54
0.054 0.032 0.454 0.46
0.052 0.068 0.44 0.44
0 0 0.366 0.634
0.052 0.022 0.502 0.424
0 0.022 0.88 0.098
0 0 0.348 0.652
0 0 0.74 0.26
0 0 0.58 0.42
0 0 0.376 0.624
0 0 0.136 0.864
0 0 0.376 0.624
0 0 0.136 0.864
0 0 0.236 0.764
0.062 0.006 0.756 0.176
0.012 0.23 0.564 0.194
0.012 0.23 0.564 0.194
0.012 0.23 0.564 0.194
0.012 0.23 0.564 0.194
0.012 0.23 0.564 0.194
0.012 0.23 0.564 0.194
0.012 0.23 0.564 0.194
0.032 0.214 0.554 0.2
0.032 0.214 0.554 0.2
0.194 0.04 0.584 0.182
0 0 0.252 0.748
0 0 0.638 0.362
0.036 0.18 0.7 0.084
0.012 0.23 0.564 0.194
0 0 0.178 0.822
0 0 0.092 0.908
0 0 0.376 0.624
0 0 0.674 0.326
0.05 0 0.666 0.284
0.12 0.088 0.252 0.54
0.022 0.024 0.746 0.208
0.042 0.048 0.9 0.01
0 0 0.674 0.326
0 0 0.108 0.892
0 0 0.434 0.566
0.154 0.798 0.03 0.018
0.118 0.528 0.106 0.248
0.154 0.798 0.03 0.018
0.118 0.528 0.106 0.248
0 0 0.108 0.892
0 0 0.434 0.566
0.692 0.002 0.306 0
0.428 0.002 0.57 0
0.33 0 0.67 0
0.362 0.15 0.352 0.136
0.184 0.006 0.802 0.008
0.452 0.29 0.248 0.01
0.062 0.26 0.35 0.328
0.466 0.46 0.06 0.014
0.412 0.316 0.152 0.12
0.086 0.436 0.162 0.316
0.126 0.408 0.126 0.34
0.138 0.376 0.23 0.256
0.184 0.54 0.064 0.212
0.176 0.492 0.108 0.224
0.07 0.396 0.392 0.142
0.016 0.832 0.048 0.104
0.042 0.572 0.362 0.024
0.218 0.006 0.664 0.112
0 0 0.418 0.582
0 0 0.418 0.582
0 0 0.428 0.572
0 0 0.076 0.924
0 0 0.41 0.59
0 0 0.41 0.59
0 0 0.428 0.572
0 0 0.076 0.924
0 0 0.65 0.35
0 0 0.516 0.484
0 0 0.41 0.59
0.216 0.574 0.16 0.05
0.004 0.06 0.844 0.092
0.598 0.01 0.388 0.004
0.19 0 0.81 0
0 0 0.128 0.872
0.598 0.01 0.388 0.004
0.19 0 0.81 0
0.622 0.066 0.312 0
0.38 0.202 0.416 0.002
0.108 0.052 0.696 0.144
0.574 0.004 0.422 0
0.458 0 0.542 0
0.76 0.006 0.234 0
0.092 0.39 0.408 0.11
0.19 0.272 0.49 0.048
0.224 0.292 0.438 0.046
0.344 0.046 0.61 0
0.252 0.194 0.06 0.494
0.258 0.136 0.602 0.004
0.192 0.128 0.52 0.16
0.28 0.252 0.436 0.032
0.312 0.112 0.576 0
0.504 0.132 0.364 0
0.696 0.148 0.156 0
0.208 0 0.792 0
0.59 0 0.41 0
0.688 0 0.312 0
0.342 0 0.658 0
0 0.148 0.82 0.032
0 0.002 0.768 0.23
0.072 0.078 0.538 0.312
0 0.002 0.768 0.23
0.072 0.078 0.538 0.312
0.052 0.088 0.846 0.014
0.034 0.022 0.876 0.068
0.052 0.088 0.846 0.014
0 0.006 0.986 0.008
0.05 0.006 0.558 0.386
0 0.006 0.986 0.008
0.05 0.006 0.558 0.386
0 0.006 0.986 0.008
0.05 0.006 0.558 0.386
0 0.006 0.986 0.008
0.05 0.006 0.558 0.386
0 0.006 0.986 0.008
0.05 0.006 0.558 0.386
0 0 0.498 0.502
0 0 0.084 0.916
0.47 0 0.53 0
0.178 0 0.822 0
0.282 0.206 0.128 0.384
0.534 0.322 0.116 0.028
0.188 0.424 0.346 0.042
0.428 0.276 0.29 0.006
0 0 0.234 0.766
0.416 0 0.584 0
0.392 0.196 0.412 0
0.254 0 0.744 0.002
0.24 0 0.76 0
0 0.002 0.696 0.302
0 0 0.758 0.242
0 0 0.59 0.41
0.022 0.126 0.634 0.218
0.022 0.126 0.634 0.218
0 0 0.428 0.572
0.26 0.072 0.638 0.03
0.26 0.072 0.638 0.03
0.26 0.072 0.638 0.03
0 0 0.292 0.708
0 0 0.488 0.512
0.202 0.118 0.68 0
0 0 0.332 0.668
0.062 0.006 0.756 0.176
0 0 0.836 0.164
0 0.148 0.82 0.032
0 0 0.718 0.282
0 0 0.252 0.748
0 0 0.718 0.282
0 0 0.252 0.748
0 0 0.3 0.7
0.002 0.186 0.484 0.328
0.088 0.078 0.412 0.422
0.002 0.186 0.484 0.328
0.088 0.078 0.412 0.422
0.002 0.186 0.484 0.328
0.088 0.078 0.412 0.422
0.002 0.186 0.484 0.328
0.088 0.078 0.412 0.422
0 0 0.718 0.282
0 0 0.252 0.748
0.202 0.118 0.68 0
0 0 0.428 0.572
0 0 0.492 0.508
0 0 0.376 0.624
0 0 0.466 0.534
0.14 0.094 0.368 0.398
0.048 0.09 0.732 0.13
0.062 0.006 0.756 0.176
0.196 0.102 0.622 0.08
0.072 0.036 0.548 0.344
0.036 0.01 0.352 0.602
0.02 0.346 0.05 0.584
0.018 0.206 0.362 0.414
0.02 0 0.47 0.51
0.016 0.004 0.3 0.68
0.02 0 0.718 0.262
0 0.014 0.212 0.774
0.016 0.034 0.434 0.516
0 0.014 0.212 0.774
0.016 0.034 0.434 0.516
0 0 0.428 0.572
0 0 0.492 0.508
0 0 0.5 0.5
0 0.006 0.296 0.698
0 0.006 0.296 0.698
0 0.006 0.296 0.698
0 0.006 0.296 0.698
0.164 0.086 0.516 0.234
0.08 0 0.808 0.112
0 0 0.65 0.35
0 0 0.424 0.576
0 0 0.324 0.676
0 0 0.324 0.676
0 0 0.596 0.404
0 0 0.664 0.336
0 0 0.524 0.476
0.258 0.294 0.37 0.078
0.388 0.412 0.094 0.106
0.032 0.416 0.406 0.146
0.082 0.462 0.366 0.09
0.02 0 0.772 0.208
0.252 0.132 0.616 0
0.014 0 0.948 0.038
0.408 0.15 0.44 0.002
0.236 0.192 0.57 0.002
0.21 0.072 0.712 0.006
0.252 0.132 0.616 0
0.014 0 0.948 0.038
0.148 0.03 0.73 0.092
0.02 0 0.772 0.208
0.02 0 0.772 0.208
0.014 0.014 0.082 0.89
0.02 0 0.772 0.208
0.252 0.132 0.616 0
0.014 0 0.948 0.038
0 0 0.252 0.748
0 0 0.608 0.392
0.046 0 0.824 0.13
0.154 0.018 0.332 0.496
0.364 0 0.636 0
0.386 0 0.614 0
0.426 0 0.574 0
0.458 0 0.542 0
0.326 0.032 0.616 0.026
0.186 0.006 0.756 0.052
0.57 0 0.43 0
0.226 0 0.774 0
0.156 0.016 0.828 0
0.06 0.538 0.392 0.01
0.118 0.43 0.332 0.12
0.234 0.518 0.236 0.012
0.376 0.002 0.622 0
0.47 0.168 0.122 0.24
0.136 0.418 0.244 0.202
0.052 0.798 0.146 0.004
0.532 0 0.468 0
0.182 0.11 0.54 0.168
0.148 0.024 0.676 0.152
0.232 0.332 0.402 0.034
0.294 0.342 0.33 0.034
0.102 0.226 0.538 0.134
0.024 0.448 0.176 0.352
0.034 0.516 0.336 0.114
0.182 0.11 0.54 0.168
0.148 0.024 0.676 0.152
0.182 0.11 0.54 0.168
0.148 0.024 0.676 0.152
0 0 0.146 0.854
0 0 0.146 0.854
0 0.002 0.748 0.25
0.026 0 0.754 0.22
0 0 0.146 0.854
0 0 0.712 0.288
0 0 0.712 0.288
0 0 0.712 0.288
0.186 0.088 0.606 0.12
0.204 0.102 0.654 0.04
0 0 0.274 0.726
0.2 0 0.644 0.156
0.002 0.042 0.88 0.076
0.176 0.442 0.252 0.13
0.116 0.214 0.604 0.066
0.116 0.214 0.604 0.066
0 0 0.61 0.39
0 0 0.292 0.708
0.116 0.214 0.604 0.066
0.152 0.118 0.552 0.178
0.052 0.058 0.734 0.156
0.052 0.058 0.734 0.156
0 0 0.418 0.582
0.008 0.204 0.436 0.352
0 0 0.314 0.686
0 0 0.014 0.986
0 0 0.462 0.538
0 0 0.43 0.57
0 0 0.614 0.386
0 0 0.182 0.818
0.006 0.014 0.63 0.35
0.014 0.022 0.732 0.232
0.006 0.014 0.63 0.35
0.014 0.022 0.732 0.232
0.122 0.054 0.754 0.07
0.226 0 0.772 0.002
0.122 0.054 0.754 0.07
0.226 0 0.772 0.002
0.122 0.054 0.754 0.07
0.226 0 0.772 0.002
0.122 0.054 0.754 0.07
0.226 0 0.772 0.002
0 0 0.304 0.696
0 0 0.61 0.39
0 0 0.128 0.872
0.122 0.054 0.754 0.07
0.226 0 0.772 0.002
0.122 0.054 0.754 0.07
0.226 0 0.772 0.002
0 0.002 0.864 0.134
0.122 0.072 0.544 0.262
0.198 0.128 0.21 0.464
0 0 0.304 0.696
0 0 0.59 0.41
0 0 0.258 0.742
0 0 0.28 0.72
0 0 0.28 0.72
0 0 0.28 0.72
0.02 0.152 0.534 0.294
0 0 0.612 0.388
0.02 0.152 0.534 0.294
0.02 0.152 0.534 0.294
0 0 0.168 0.832
0.102 0.214 0.504 0.18
0.014 0.036 0.524 0.426
0 0 0.692 0.308
0 0 0.318 0.682
0 0 0.412 0.588
0 0 0.318 0.682
0 0 0.412 0.588
0 0 0.406 0.594
0 0 0.16 0.84
0 0 0.394 0.606
0 0 0.874 0.126
0 0 0.618 0.382
0 0 0.334 0.666
0 0 0.318 0.682
0 0 0.412 0.588
0 0 0.318 0.682
0 0 0.412 0.588
0 0 0.188 0.812
0 0 0.686 0.314
0.01 0.08 0.566 0.344
0 0 0.686 0.314
0.102 0.004 0.748 0.146
0 0 0.686 0.314
0 0 0.38 0.62
0 0 0.188 0.812
0.082 0.054 0.834 0.03
0.07 0.01 0.318 0.602
0 0 0.188 0.812
0 0 0.408 0.592
0 0 0.526 0.474
0 0 0.408 0.592
0 0 0.526 0.474
0.206 0.164 0.052 0.578
0.206 0.164 0.052 0.578
0.206 0.164 0.052 0.578
0.206 0.164 0.052 0.578
0 0 0.288 0.712
0.078 0.232 0.548 0.142
0.074 0.028 0.88 0.018
0.102 0.004 0.748 0.146
0 0 0.422 0.578
0 0 0.422 0.578
0 0 0.422 0.578
0 0 0.11 0.89
0.024 0.004 0.862 0.11
0 0 0.52 0.48
0 0.004 0.566 0.43
0.078 0.232 0.548 0.142
0.074 0.028 0.88 0.018
0 0 0.096 0.904
0.104 0.006 0.878 0.012
0.104 0.006 0.878 0.012
0.104 0.006 0.878 0.012
0.104 0.006 0.878 0.012
0 0 0.314 0.686
0 0 0.314 0.686
0.022 0 0.784 0.194
0.022 0 0.784 0.194
0.004 0 0.758 0.238
0 0 0.442 0.558
0 0 0.386 0.614
0 0 0.688 0.312
0.012 0.006 0.926 0.056
0.234 0.22 0.318 0.228
0 0 0.278 0.722
0 0 0.448 0.552
0 0 0.138 0.862
0 0 0.152 0.848
0 0 0.312 0.688
0 0 0.578 0.422
0 0 0.464 0.536
0 0 0.122 0.878
0.358 0.102 0.458 0.082
0.498 0.026 0.432 0.044
0 0 0.622 0.378
0 0 0.464 0.536
0 0 0.122 0.878
0 0 0.366 0.634
0 0 0.396 0.604
0 0 0.386 0.614
0.172 0.138 0.48 0.21
0.006 0.124 0.826 0.044
0 0 0.19 0.81
0 0 0.302 0.698
0.462 0.284 0.152 0.102
0 0 0.19 0.81
0 0 0.302 0.698
0 0 0.368 0.632
0 0 0.526 0.474
0.126 0.376 0.298 0.2
0 0 0.368 0.632
0 0 0.526 0.474
0.102 0.014 0.694 0.19
0 0 0.474 0.526
0 0.002 0.082 0.916
0.054 0.148 0.392 0.406
0.156 0.204 0.256 0.384
0.038 0.358 0.278 0.326
0.576 0.076 0.17 0.178
0.228 0.018 0.754 0
0.576 0.076 0.17 0.178
0.228 0.018 0.754 0
0.576 0.076 0.17 0.178
0.228 0.018 0.754 0
0.004 0 0.336 0.66
0 0 0.284 0.716
0.004 0 0.336 0.66
0 0 0.284 0.716
0.196 0.056 0.396 0.352
0.046 0.01 0.426 0.518
0.196 0.056 0.396 0.352
0.046 0.01 0.426 0.518
0.196 0.056 0.396 0.352
0.046 0.01 0.426 0.518
0.034 0.07 0.578 0.318
0.072 0.052 0.624 0.252
0 0 0.474 0.526
0 0 0.254 0.746
0 0 0.226 0.774
0.142 0.014 0.654 0.19
0.66 0.058 0.17 0.112
0.06 0.348 0.548 0.044
0.05 0.596 0.252 0.102
0 0.452 0.03 0.518
0 0 0.254 0.746
0 0 0.226 0.774
0.272 0.314 0.046 0.368
0.278 0.452 0.09 0.18
0.08 0.752 0.096 0.072
0.034 0.416 0.148 0.402
0.49 0.262 0.16 0.088
0.336 0 0.664 0
0.844 0 0.156 0
0.486 0 0.512 0.002
0.082 0.804 0.074 0.04
0.242 0 0.758 0
0.198 0 0.802 0
0 0 0.324 0.676
0 0 0.578 0.422
0 0 0.5 0.5
0.008 0.038 0.408 0.546
0.142 0.014 0.654 0.19
0.142 0.014 0.654 0.19
0.388 0.004 0.53 0.078
0.142 0.014 0.654 0.19
0 0 0.596 0.404
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.256 0 0.414 0.33
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.282 0.284 0.358 0.076
0.004 0.134 0.398 0.464
0.306 0.364 0.23 0.1
0.374 0.18 0.322 0.124
0.232 0.106 0.182 0.48
0.568 0.168 0.092 0.172
0.306 0.364 0.23 0.1
0.374 0.18 0.322 0.124
0.306 0.364 0.23 0.1
0.374 0.18 0.322 0.124
0.232 0.106 0.182 0.48
0.568 0.168 0.092 0.172
0.112 0.118 0.586 0.184
0.104 0.33 0.198 0.368
0.232 0.106 0.182 0.48
0.568 0.168 0.092 0.172
0.232 0.106 0.182 0.48
0.568 0.168 0.092 0.172
0.096 0.65 0.212 0.042
0.17 0.536 0.196 0.098
0.04 0.128 0.526 0.306
0.008 0.146 0.726 0.12
0.002 0.04 0.814 0.144
0.004 0.042 0.912 0.042
0.052 0.068 0.712 0.168
0.102 0.094 0.376 0.428
0.066 0.286 0.526 0.122
0.102 0.094 0.376 0.428
0.066 0.286 0.526 0.122
0.474 0.356 0.162 0.008
0.474 0.356 0.162 0.008
0.122 0.56 0.226 0.092
0.122 0.56 0.226 0.092
0.122 0.56 0.226 0.092
0 0 0.648 0.352
0.006 0.086 0.6 0.308
0.164 0.128 0.508 0.2
0 0 0.622 0.378
0.392 0.118 0.462 0.028
0.364 0.56 0.076 0
0.654 0.178 0.124 0.044
0 0 0.498 0.502
0.35 0.002 0.648 0
0 0 0.318 0.682
0 0 0.32 0.68
0.172 0.138 0.48 0.21
0.006 0.124 0.826 0.044
0.202 0 0.798 0
0.264 0 0.736 0
0.57 0 0.43 0
0.422 0.102 0.422 0.054
0 0 0.05 0.95
0.292 0.37 0.338 0
0.154 0.062 0.782 0.002
0.492 0.196 0.228 0.084
0.174 0.276 0.186 0.364
0.298 0.09 0.594 0.018
0.194 0.076 0.658 0.072
0.118 0.158 0.722 0.002
0.258 0.108 0.512 0.122
0.268 0.41 0.18 0.142
0.43 0.286 0.248 0.036
0.54 0.306 0.114 0.04
0.076 0.256 0.65 0.018
0.324 0.212 0.33 0.134
0.27 0.064 0.664 0.002
0.416 0.166 0.268 0.15
0 0 0.392 0.608
0.068 0.686 0.132 0.114
0.01 0.564 0.164 0.262
0.178 0.298 0.33 0.194
0.07 0.462 0.356 0.112
0.2 0.63 0.052 0.118
0.138 0.424 0.134 0.304
0 0 0.35 0.65
0 0 0.246 0.754
0 0 0.51 0.49
0.048 0.002 0.942 0.008
0.048 0.002 0.942 0.008
0.048 0.002 0.942 0.008
0.078 0.006 0.91 0.006
0.078 0.006 0.91 0.006
0.086 0.522 0.06 0.332
0.02 0.012 0.852 0.116
0.02 0.012 0.852 0.116
0.02 0.012 0.852 0.116
0.608 0.066 0.312 0.014
0.246 0.046 0.706 0.002
0.608 0.066 0.312 0.014
0.246 0.046 0.706 0.002
0.01 0.454 0.182 0.354
0.216 0.19 0.592 0.002
0.216 0.19 0.592 0.002
0 0 0.232 0.768
0.082 0.068 0.712 0.138
0.136 0.216 0.63 0.018
0.082 0.068 0.712 0.138
0.136 0.216 0.63 0.018
0.082 0.068 0.712 0.138
0.136 0.216 0.63 0.018
0.38 0.128 0.428 0.064
0.38 0.128 0.428 0.064
0.38 0.128 0.428 0.064
0.022 0.04 0.83 0.108
0.232 0.168 0.35 0.25
0 0 0.262 0.738
0.046 0.366 0.06 0.528
0.046 0.366 0.06 0.528
0.322 0 0.674 0.004
0.282 0 0.718 0
0.408 0 0.586 0.006
0.564 0 0.436 0
0.374 0.14 0.422 0.064
0.17 0 0.828 0.002
0.374 0.14 0.422 0.064
0.17 0 0.828 0.002
0.578 0 0.422 0
0.818 0 0.182 0
0.39 0 0.61 0
0.45 0 0.55 0
